72,45
0,0,19.605274,19.807985
0,1,19.615965,30.024551
0,2,19.49494,35.470203
0,3,19.205225,50.44441
0,4,19.362457,59.141308
0,5,19.58995,70.46507
0,6,19.118204,80.39876
0,7,18.963428,88.6876
0,8,19.196672,99.130325
0,9,19.833315,111.083954
0,10,19.99867,121.41089
0,11,20.063591,131.41306
0,12,20.066536,142.14755
0,13,20.052748,152.29903
0,14,20.03994,162.69753
0,15,20.028936,173.06706
0,16,20.018394,183.29602
0,17,20.006397,193.51353
0,18,19.989927,203.91466
0,19,19.963652,214.41577
0,20,19.915918,225.11911
0,21,19.851416,235.23158
0,22,19.85795,245.28221
0,23,19.94064,255.42403
0,24,20.006172,265.41507
0,25,20.067884,275.64575
0,26,20.161894,285.884
0,27,20.478125,295.86575
0,28,20.488937,305.5855
0,29,20.184856,316.3363
0,30,20.11149,326.72107
0,31,20.080252,337.04617
0,32,20.064383,347.41565
0,33,20.056408,357.71088
0,34,20.054457,367.73618
0,35,20.060686,378.09064
0,36,20.083214,388.21173
0,37,20.142143,398.5535
0,38,20.137838,408.52267
0,39,20.055471,418.75275
0,40,20.0241,428.8687
0,41,20.01624,439.20108
0,42,20.014168,449.50296
0,43,20.01334,459.8071
0,44,20.012804,470.0425
1,0,26.447927,14.973357
1,1,25.970604,29.934013
1,2,25.883356,39.50228
1,3,25.961342,50.192776
1,4,25.145819,56.515717
1,5,26.032877,70.47548
1,6,27.676975,81.23208
1,7,25.212568,89.7776
1,8,25.2553,99.11963
1,9,25.943346,111.12253
1,10,24.508266,121.07824
1,11,26.206842,131.05148
1,12,26.35186,142.07307
1,13,26.370037,152.01344
1,14,26.3779,162.62915
1,15,26.379812,173.04428
1,16,26.378456,183.19681
1,17,26.37392,193.47166
1,18,26.3649,203.91335
1,19,26.349052,214.52048
1,20,26.321413,226.48523
1,21,26.303267,235.32494
1,22,26.3157,245.40614
1,23,26.364866,255.62738
1,24,26.42439,265.34995
1,25,26.517445,275.5876
1,26,27.015266,285.83643
1,27,27.505884,295.33154
1,28,26.599367,305.51035
1,29,26.493782,316.27615
1,30,26.457457,326.69376
1,31,26.439066,337.00076
1,32,26.428852,347.39337
1,33,26.42397,357.55185
1,34,26.424765,367.6853
1,35,26.436731,378.10544
1,36,26.481182,388.3922
1,37,26.667208,398.40094
1,38,26.76509,407.90912
1,39,26.440218,418.7685
1,40,26.513374,428.98816
1,41,25.78046,439.2129
1,42,26.300905,449.53015
1,43,26.347801,459.87286
1,44,26.364216,470.18674
2,0,29.125631,17.939503
2,1,31.900463,29.665318
2,2,32.428944,39.99583
2,3,32.760532,49.75561
2,4,32.60843,55.30703
2,5,32.627132,70.490585
2,6,32.897915,82.40137
2,7,33.25075,93.19482
2,8,32.54816,98.33022
2,9,32.21087,111.18151
2,10,32.28649,120.995445
2,11,32.551334,130.38408
2,12,32.732838,142.00243
2,13,32.723392,151.54808
2,14,32.720432,162.58374
2,15,32.704636,173.02917
2,16,32.665916,183.01218
2,17,32.558247,193.42946
2,18,31.968307,203.9192
2,19,32.47931,214.50522
2,20,32.68347,226.13272
2,21,32.807213,235.4607
2,22,33.13323,245.55902
2,23,33.463593,258.26328
2,24,32.902584,265.30435
2,25,32.862732,275.53033
2,26,32.84589,285.80582
2,27,32.841766,296.11484
2,28,32.840492,305.918
2,29,32.839302,316.27985
2,30,32.83569,326.69623
2,31,32.830154,337.00116
2,32,32.854965,347.36484
2,33,32.02875,358.9937
2,34,32.59998,367.659
2,35,32.77747,378.14365
2,36,32.823494,389.35547
2,37,32.864155,398.32187
2,38,32.979507,407.55453
2,39,33.68452,418.78885
2,40,32.48193,430.54633
2,41,32.250687,439.22287
